gene,sexA,sexB,rank,type,statusA,statusB,lePathA,lePathB,exclu,pval,ncols,leA,leB,typePair
LRP2,12_3,3_2,3,alternative_end,can,no,70,0,TRUE,4.8e-25,17,60,40,UNREL
LRP2,12_3,3_20,3,alternative_end,can,can,70,70,TRUE,2.5e-06,58,60,83,No
LRP2,12_3,3_24,3,alternative_end,can,can,70,70,TRUE,4.6e-24,11,60,43,No
LRP2,12_3,3_32,3,alternative_end,can,can,70,70,TRUE,0.00038,14,60,44,No
LRP2,12_3,3_33,3,alternative_end,can,can,70,70,TRUE,1.8e-25,16,60,22,No
LRP2,12_3,3_36,3,alternative_end,can,can,70,70,TRUE,2.6e-24,11,60,83,No
LRP2,12_3,3_37,3,alternative_end,can,can,70,70,TRUE,1.3e-23,36,60,44,No
LRP2,12_3,3_38,3,alternative_end,can,can,70,70,TRUE,3.1e-24,9,60,41,No
LRP2,12_3,3_39,3,alternative_end,can,can,70,70,TRUE,2.3e-24,9,60,40,No
LRP2,12_3,3_6,3,alternative_end,can,no,70,0,TRUE,0.00051,14,60,17,UNREL
LRP2,12_3,3_7,3,alternative_end,can,no,70,0,TRUE,5.5e-24,9,60,20,UNREL
LRP2,12_3,3_9,3,alternative_end,can,no,70,0,TRUE,1.5e-24,8,60,95,UNREL
LRP2,12_3,4_3,3,alternative_end,can,can,70,70,TRUE,8.9e-08,19,60,96,No
LRP2,12_3,6_0,3,alternative_end,can,can,70,70,TRUE,6.2e-06,40,60,81,No
LRP2,12_4,12_5,3,alternative_end,can,can,70,70,TRUE,1.3e-06,37,45,41,No
LRP2,12_4,2_0,3,alternative_end,can,can,70,70,TRUE,7.3e-09,40,45,173,No
LRP2,12_4,3_2,3,alternative_end,can,no,70,0,TRUE,1.6e-24,35,45,40,UNREL
LRP2,12_4,3_20,3,alternative_end,can,can,70,70,TRUE,0.00039,41,45,83,No
LRP2,12_4,3_33,3,alternative_end,can,can,70,70,TRUE,2.6e-24,18,45,22,No
LRP2,12_4,3_35,3,alternative_end,can,can,70,70,TRUE,3.7e-23,7,45,67,No
LRP2,12_4,3_36,3,alternative_end,can,can,70,70,TRUE,4.1e-23,6,45,83,No
LRP2,12_4,3_38,3,alternative_end,can,can,70,70,TRUE,2.7e-23,15,45,41,No
LRP2,12_4,3_39,3,alternative_end,can,can,70,70,TRUE,2.4e-24,39,45,40,No
LRP2,12_4,3_7,3,alternative_end,can,no,70,0,TRUE,6.9e-24,19,45,20,UNREL
LRP2,12_4,3_9,3,alternative_end,can,no,70,0,TRUE,1e-24,19,45,95,UNREL
LRP2,12_4,6_0,3,alternative_end,can,can,70,70,TRUE,7.1e-07,44,45,81,No
LRP2,12_5,1_0,3,alternative_end,can,can,70,70,TRUE,1e-04,41,41,301,No
LRP2,12_5,24_0,3,alternative_end,can,no,70,0,TRUE,0.00081,37,41,39,UNREL
LRP2,12_5,24_2,3,alternative_end,can,can,70,70,TRUE,7e-05,41,41,45,No
LRP2,12_5,3_14,3,alternative_end,can,no,70,0,TRUE,1.2e-23,19,41,38,UNREL
LRP2,12_5,3_2,3,alternative_end,can,no,70,0,TRUE,1.2e-24,23,41,40,UNREL
LRP2,12_5,3_20,3,alternative_end,can,can,70,70,TRUE,0.00013,41,41,83,No
LRP2,12_5,3_24,3,alternative_end,can,can,70,70,TRUE,3.9e-23,12,41,43,No
LRP2,12_5,3_33,3,alternative_end,can,can,70,70,TRUE,6.4e-24,11,41,22,No
LRP2,12_5,3_35,3,alternative_end,can,can,70,70,TRUE,1.4e-24,27,41,67,No
LRP2,12_5,3_36,3,alternative_end,can,can,70,70,TRUE,1.2e-23,11,41,83,No
LRP2,12_5,3_38,3,alternative_end,can,can,70,70,TRUE,2.8e-23,12,41,41,No
LRP2,12_5,3_39,3,alternative_end,can,can,70,70,TRUE,3.6e-23,9,41,40,No
LRP2,12_5,3_7,3,alternative_end,can,no,70,0,TRUE,5.7e-24,15,41,20,UNREL
LRP2,12_5,4_3,3,alternative_end,can,can,70,70,TRUE,0.00024,16,41,96,No
LRP2,12_5,6_0,3,alternative_end,can,can,70,70,TRUE,2.3e-05,41,41,81,No
LRP2,13_0,2_0,3,alternative_end,no,can,0,70,TRUE,1.1e-05,56,58,173,UNREL
LRP2,13_0,3_23,3,alternative_end,no,can,0,70,TRUE,2.3e-23,5,58,82,UNREL
LRP2,13_0,3_33,3,alternative_end,no,can,0,70,TRUE,1.1e-23,13,58,22,UNREL
LRP2,13_0,3_36,3,alternative_end,no,can,0,70,TRUE,1.9e-23,7,58,83,UNREL
LRP2,13_0,3_38,3,alternative_end,no,can,0,70,TRUE,1.9e-23,5,58,41,UNREL
LRP2,13_0,3_40,3,alternative_end,no,can,0,70,TRUE,5.1e-24,15,58,40,UNREL
LRP2,14_0,18_3,3,alternative_end,can,can,70,70,TRUE,0.00072,14,48,44,No
LRP2,14_0,1_0,3,alternative_end,can,can,70,70,TRUE,2.2e-05,47,48,301,No
LRP2,14_0,2_0,3,alternative_end,can,can,70,70,TRUE,5.7e-05,34,48,173,No
LRP2,14_0,3_2,3,alternative_end,can,no,70,0,TRUE,1.1e-23,5,48,40,UNREL
LRP2,14_0,3_23,3,alternative_end,can,can,70,70,TRUE,1.3e-23,13,48,82,No
LRP2,14_0,3_24,3,alternative_end,can,can,70,70,TRUE,1.7e-23,5,48,43,No
LRP2,14_0,3_33,3,alternative_end,can,can,70,70,TRUE,1.3e-23,5,48,22,No
LRP2,14_0,3_35,3,alternative_end,can,can,70,70,TRUE,2.3e-23,7,48,67,No
LRP2,14_0,3_36,3,alternative_end,can,can,70,70,TRUE,1.5e-23,6,48,83,No
LRP2,14_0,3_40,3,alternative_end,can,can,70,70,TRUE,1.1e-23,18,48,40,No
LRP2,14_0,4_3,3,alternative_end,can,can,70,70,TRUE,4e-04,43,48,96,No
LRP2,14_0,7_0,3,alternative_end,can,no,70,0,TRUE,1.5e-05,47,48,70,UNREL
LRP2,14_0,7_0,1,deletion,no,can,0,1,FALSE,1.5e-05,47,48,70,UNREL
LRP2,14_0,7_3,3,alternative_end,can,can,70,70,TRUE,4.9e-05,47,48,78,No
LRP2,14_0,7_7,3,alternative_end,can,can,70,70,TRUE,9.4e-05,47,48,58,No
LRP2,14_0,7_8,3,alternative_end,can,can,70,70,TRUE,0.00036,47,48,75,No
LRP2,14_0,8_0,3,alternative_end,can,no,70,0,TRUE,3.8e-05,45,48,75,UNREL
LRP2,14_0,8_2,3,alternative_end,can,no,70,0,TRUE,9.5e-10,36,48,65,UNREL
LRP2,14_0,8_3,3,alternative_end,can,can,70,70,TRUE,2.6e-07,33,48,63,No
LRP2,14_0,8_4,3,alternative_end,can,can,70,70,TRUE,2.8e-07,28,48,56,No
LRP2,14_0,9_0,3,alternative_end,can,can,70,70,TRUE,1e-04,42,48,63,No
LRP2,15_0,3_14,3,alternative_end,can,no,70,0,TRUE,2e-23,5,56,38,UNREL
LRP2,15_0,3_24,3,alternative_end,can,can,70,70,TRUE,4e-24,7,56,43,No
LRP2,15_0,3_35,3,alternative_end,can,can,70,70,TRUE,2.1e-24,7,56,67,No
LRP2,15_0,3_36,3,alternative_end,can,can,70,70,TRUE,4.1e-24,6,56,83,No
LRP2,15_0,3_37,3,alternative_end,can,can,70,70,TRUE,1.3e-23,31,56,44,No
LRP2,15_0,3_9,3,alternative_end,can,no,70,0,TRUE,2.3e-23,6,56,95,UNREL
LRP2,15_0,6_0,3,alternative_end,can,can,70,70,TRUE,0.00012,35,56,81,No
LRP2,16_0,3_14,3,alternative_end,can,no,70,0,TRUE,3.3e-23,5,5,38,UNREL
LRP2,16_0,3_15,3,alternative_end,can,no,70,0,TRUE,1.6e-23,5,5,40,UNREL
LRP2,16_0,3_2,3,alternative_end,can,no,70,0,TRUE,1.3e-23,5,5,40,UNREL
LRP2,16_0,3_23,3,alternative_end,can,can,70,70,TRUE,1.5e-23,5,5,82,No
LRP2,16_0,3_24,3,alternative_end,can,can,70,70,TRUE,1.3e-23,5,5,43,No
LRP2,16_0,3_33,3,alternative_end,can,can,70,70,TRUE,3.8e-23,5,5,22,No
LRP2,16_0,3_38,3,alternative_end,can,can,70,70,TRUE,2.2e-23,5,5,41,No
LRP2,16_0,3_40,3,alternative_end,can,can,70,70,TRUE,1.2e-23,5,5,40,No
LRP2,16_1,3_14,3,alternative_end,can,no,70,0,TRUE,1.5e-23,6,47,38,UNREL
LRP2,16_1,3_15,3,alternative_end,can,no,70,0,TRUE,1.5e-23,8,47,40,UNREL
LRP2,16_1,3_24,3,alternative_end,can,can,70,70,TRUE,2.9e-23,5,47,43,No
LRP2,16_1,3_33,3,alternative_end,can,can,70,70,TRUE,4.5e-23,21,47,22,No
LRP2,16_1,3_40,3,alternative_end,can,can,70,70,TRUE,8e-24,8,47,40,No
LRP2,17_0,2_0,3,alternative_end,can,can,70,70,TRUE,0.00012,44,56,173,No
LRP2,17_0,3_24,3,alternative_end,can,can,70,70,TRUE,1.5e-23,5,56,43,No
LRP2,17_0,3_33,3,alternative_end,can,can,70,70,TRUE,3.3e-23,20,56,22,No
LRP2,17_0,3_7,3,alternative_end,can,no,70,0,TRUE,2.3e-23,19,56,20,UNREL
LRP2,17_0,7_2,3,alternative_end,can,no,70,0,TRUE,5e-04,42,56,42,UNREL
LRP2,17_0,8_0,3,alternative_end,can,no,70,0,TRUE,0.00078,32,56,75,UNREL
LRP2,17_0,8_3,3,alternative_end,can,can,70,70,TRUE,3.4e-05,14,56,63,No
LRP2,17_0,8_4,3,alternative_end,can,can,70,70,TRUE,2.2e-06,15,56,56,No
LRP2,18_0,3_15,3,alternative_end,can,no,70,0,TRUE,1.2e-22,8,10,40,UNREL
LRP2,18_0,3_2,3,alternative_end,can,no,70,0,TRUE,6.2e-23,10,10,40,UNREL
LRP2,18_0,3_33,3,alternative_end,can,can,70,70,TRUE,2.8e-23,5,10,22,No
LRP2,18_0,3_37,3,alternative_end,can,can,70,70,TRUE,3.1e-23,7,10,44,No
LRP2,18_0,3_39,3,alternative_end,can,can,70,70,TRUE,1.1e-22,7,10,40,No
LRP2,18_0,3_40,3,alternative_end,can,can,70,70,TRUE,5.6e-23,10,10,40,No
LRP2,18_1,18_3,3,alternative_end,can,can,70,70,TRUE,5e-04,22,27,44,No
LRP2,18_1,3_14,3,alternative_end,can,no,70,0,TRUE,5.4e-23,5,27,38,UNREL
LRP2,18_1,3_24,3,alternative_end,can,can,70,70,TRUE,3e-23,5,27,43,No
LRP2,18_1,3_35,3,alternative_end,can,can,70,70,TRUE,1.8e-23,5,27,67,No
LRP2,18_1,3_40,3,alternative_end,can,can,70,70,TRUE,3.2e-23,17,27,40,No
LRP2,18_1,3_9,3,alternative_end,can,no,70,0,TRUE,3.1e-23,7,27,95,UNREL
LRP2,18_1,7_8,3,alternative_end,can,can,70,70,TRUE,0.00071,22,27,75,No
LRP2,18_1,8_0,3,alternative_end,can,no,70,0,TRUE,1.5e-05,22,27,75,UNREL
LRP2,18_2,18_3,3,alternative_end,can,can,70,70,TRUE,3.3e-10,44,52,44,No
LRP2,18_2,1_0,3,alternative_end,can,can,70,70,TRUE,0.00031,44,52,301,No
LRP2,18_2,25_0,3,alternative_end,can,no,70,0,TRUE,2.8e-07,43,52,45,UNREL
LRP2,18_2,2_0,3,alternative_end,can,can,70,70,TRUE,0.00036,44,52,173,No
LRP2,18_2,3_14,3,alternative_end,can,no,70,0,TRUE,5.3e-24,21,52,38,UNREL
LRP2,18_2,3_15,3,alternative_end,can,no,70,0,TRUE,3.3e-24,21,52,40,UNREL
LRP2,18_2,3_2,3,alternative_end,can,no,70,0,TRUE,2.1e-24,21,52,40,UNREL
LRP2,18_2,3_23,3,alternative_end,can,can,70,70,TRUE,4.1e-23,42,52,82,No
LRP2,18_2,3_24,3,alternative_end,can,can,70,70,TRUE,3.7e-24,23,52,43,No
LRP2,18_2,3_33,3,alternative_end,can,can,70,70,TRUE,1.4e-24,21,52,22,No
LRP2,18_2,3_37,3,alternative_end,can,can,70,70,TRUE,1.1e-23,21,52,44,No
LRP2,18_2,3_38,3,alternative_end,can,can,70,70,TRUE,2.5e-23,19,52,41,No
LRP2,18_2,3_39,3,alternative_end,can,can,70,70,TRUE,5.1e-23,21,52,40,No
LRP2,18_2,3_40,3,alternative_end,can,can,70,70,TRUE,1.6e-24,21,52,40,No
LRP2,18_2,3_7,3,alternative_end,can,no,70,0,TRUE,2.3e-23,17,52,20,UNREL
LRP2,18_2,3_9,3,alternative_end,can,no,70,0,TRUE,6.2e-24,19,52,95,UNREL
LRP2,18_2,7_0,3,alternative_end,can,no,70,0,TRUE,3.9e-05,23,52,70,UNREL
LRP2,18_2,7_0,1,deletion,no,can,0,1,FALSE,3.9e-05,23,52,70,UNREL
LRP2,18_2,7_3,3,alternative_end,can,can,70,70,TRUE,3.6e-06,32,52,78,No
LRP2,18_2,7_7,3,alternative_end,can,can,70,70,TRUE,0.00054,14,52,58,No
LRP2,18_2,7_8,3,alternative_end,can,can,70,70,TRUE,0.00058,30,52,75,No
LRP2,18_2,8_0,3,alternative_end,can,no,70,0,TRUE,4.7e-08,44,52,75,UNREL
LRP2,18_2,8_2,3,alternative_end,can,no,70,0,TRUE,2.3e-09,43,52,65,UNREL
LRP2,18_2,8_3,3,alternative_end,can,can,70,70,TRUE,1e-10,44,52,63,No
LRP2,18_2,8_4,3,alternative_end,can,can,70,70,TRUE,5.1e-05,42,52,56,No
LRP2,18_3,1_0,3,alternative_end,can,can,70,70,TRUE,8.5e-07,44,44,301,No
LRP2,18_3,25_0,3,alternative_end,can,no,70,0,TRUE,0.00037,42,44,45,UNREL
LRP2,18_3,2_0,3,alternative_end,can,can,70,70,TRUE,0.00034,44,44,173,No
LRP2,18_3,3_23,3,alternative_end,can,can,70,70,TRUE,2.3e-23,11,44,82,No
LRP2,18_3,3_24,3,alternative_end,can,can,70,70,TRUE,2.1e-23,5,44,43,No
LRP2,18_3,3_38,3,alternative_end,can,can,70,70,TRUE,3.7e-23,15,44,41,No
LRP2,18_3,3_40,3,alternative_end,can,can,70,70,TRUE,1.5e-23,11,44,40,No
LRP2,18_3,4_3,3,alternative_end,can,can,70,70,TRUE,4.1e-06,44,44,96,No
LRP2,18_3,7_0,3,alternative_end,can,no,70,0,TRUE,8.9e-05,44,44,70,UNREL
LRP2,18_3,7_0,1,deletion,no,can,0,1,FALSE,8.9e-05,44,44,70,UNREL
LRP2,18_3,7_3,3,alternative_end,can,can,70,70,TRUE,2.5e-05,44,44,78,No
LRP2,18_3,7_4,3,alternative_end,can,can,70,70,TRUE,0.00015,44,44,61,No
LRP2,18_3,7_5,3,alternative_end,can,can,70,70,TRUE,7.9e-05,44,44,53,No
LRP2,18_3,7_7,3,alternative_end,can,can,70,70,TRUE,0.00051,44,44,58,No
LRP2,18_3,7_8,3,alternative_end,can,can,70,70,TRUE,6.5e-07,30,44,75,No
LRP2,18_3,8_0,3,alternative_end,can,no,70,0,TRUE,2.3e-08,44,44,75,UNREL
LRP2,18_3,8_2,3,alternative_end,can,no,70,0,TRUE,9.3e-08,43,44,65,UNREL
LRP2,18_3,8_3,3,alternative_end,can,can,70,70,TRUE,8.2e-11,44,44,63,No
LRP2,18_3,8_4,3,alternative_end,can,can,70,70,TRUE,2.7e-06,42,44,56,No
LRP2,19_3,3_9,3,alternative_end,can,no,70,0,TRUE,3.9e-23,6,25,95,UNREL
LRP2,19_3,5_0,3,alternative_end,can,can,70,70,TRUE,0.00034,22,25,29,No
LRP2,1_0,25_0,3,alternative_end,can,no,70,0,TRUE,3.7e-07,45,301,45,UNREL
LRP2,1_0,2_0,3,alternative_end,can,can,70,70,TRUE,1.2e-08,144,301,173,No
LRP2,1_0,3_14,3,alternative_end,can,no,70,0,TRUE,2.9e-24,36,301,38,UNREL
LRP2,1_0,3_2,3,alternative_end,can,no,70,0,TRUE,1.5e-23,37,301,40,UNREL
LRP2,1_0,3_20,3,alternative_end,can,can,70,70,TRUE,2.5e-08,42,301,83,No
LRP2,1_0,3_24,3,alternative_end,can,can,70,70,TRUE,1.2e-23,30,301,43,No
LRP2,1_0,3_33,3,alternative_end,can,can,70,70,TRUE,1.4e-24,20,301,22,No
LRP2,1_0,3_35,3,alternative_end,can,can,70,70,TRUE,4.7e-23,5,301,67,No
LRP2,1_0,3_38,3,alternative_end,can,can,70,70,TRUE,1.6e-23,36,301,41,No
LRP2,1_0,3_39,3,alternative_end,can,can,70,70,TRUE,2.4e-23,22,301,40,No
LRP2,1_0,3_40,3,alternative_end,can,can,70,70,TRUE,4.4e-23,39,301,40,No
LRP2,1_0,3_9,3,alternative_end,can,no,70,0,TRUE,2e-30,46,301,95,UNREL
LRP2,1_0,4_0,3,alternative_end,can,no,70,0,TRUE,8e-08,69,301,69,UNREL
LRP2,1_0,4_1,3,alternative_end,can,can,70,70,TRUE,4e-08,61,301,61,No
LRP2,1_0,4_3,3,alternative_end,can,can,70,70,TRUE,5.3e-16,96,301,96,No
LRP2,1_0,4_4,3,alternative_end,can,can,70,70,TRUE,3e-06,76,301,76,No
LRP2,1_0,4_6,3,alternative_end,can,can,70,70,TRUE,2e-04,59,301,59,No
LRP2,1_0,6_0,3,alternative_end,can,can,70,70,TRUE,2.8e-07,81,301,81,No
LRP2,1_0,7_0,3,alternative_end,can,no,70,0,TRUE,2.7e-15,67,301,70,UNREL
LRP2,1_0,7_0,1,deletion,no,can,0,1,FALSE,2.7e-15,67,301,70,UNREL
LRP2,1_0,7_1,3,alternative_end,can,no,70,0,TRUE,2e-07,43,301,43,UNREL
LRP2,1_0,7_2,3,alternative_end,can,no,70,0,TRUE,6.3e-07,42,301,42,UNREL
LRP2,1_0,7_3,3,alternative_end,can,can,70,70,TRUE,1.1e-16,78,301,78,No
LRP2,1_0,7_4,3,alternative_end,can,can,70,70,TRUE,7.8e-05,57,301,61,No
LRP2,1_0,7_5,3,alternative_end,can,can,70,70,TRUE,1.5e-14,53,301,53,No
LRP2,1_0,7_7,3,alternative_end,can,can,70,70,TRUE,6.3e-13,58,301,58,No
LRP2,1_0,7_8,3,alternative_end,can,can,70,70,TRUE,8.2e-17,74,301,75,No
LRP2,1_0,8_0,3,alternative_end,can,no,70,0,TRUE,5.8e-09,75,301,75,UNREL
LRP2,1_0,8_2,3,alternative_end,can,no,70,0,TRUE,3.1e-05,43,301,65,UNREL
LRP2,1_0,8_3,3,alternative_end,can,can,70,70,TRUE,7.5e-14,63,301,63,No
LRP2,1_0,8_4,3,alternative_end,can,can,70,70,TRUE,3.9e-06,56,301,56,No
LRP2,1_0,9_0,3,alternative_end,can,can,70,70,TRUE,9.9e-08,63,301,63,No
LRP2,1_1,3_35,3,alternative_end,can,can,70,70,TRUE,2.1e-23,5,7,67,No
LRP2,20_0,3_22,3,alternative_end,no,can,0,70,TRUE,4e-05,43,52,78,UNREL
LRP2,20_0,3_23,3,alternative_end,no,can,0,70,TRUE,7.9e-29,45,52,82,UNREL
LRP2,20_0,3_24,3,alternative_end,no,can,0,70,TRUE,2.5e-30,42,52,43,UNREL
LRP2,20_0,3_25,3,alternative_end,no,can,0,70,TRUE,3.6e-08,40,52,40,UNREL
LRP2,20_0,3_27,3,alternative_end,no,can,0,70,TRUE,2.9e-07,40,52,40,UNREL
LRP2,20_0,3_32,3,alternative_end,no,can,0,70,TRUE,3.2e-08,40,52,44,UNREL
LRP2,20_0,3_33,3,alternative_end,no,can,0,70,TRUE,2.7e-27,21,52,22,UNREL
LRP2,20_0,3_34,3,alternative_end,no,can,0,70,TRUE,3.6e-06,46,52,100,UNREL
LRP2,20_0,3_35,3,alternative_end,no,can,0,70,TRUE,4e-28,46,52,67,UNREL
LRP2,20_0,3_36,3,alternative_end,no,can,0,70,TRUE,5.6e-29,44,52,83,UNREL
LRP2,20_0,3_37,3,alternative_end,no,can,0,70,TRUE,3.2e-29,42,52,44,UNREL
LRP2,20_0,3_38,3,alternative_end,no,can,0,70,TRUE,3.9e-29,37,52,41,UNREL
LRP2,20_0,3_39,3,alternative_end,no,can,0,70,TRUE,4.1e-28,39,52,40,UNREL
LRP2,20_0,3_40,3,alternative_end,no,can,0,70,TRUE,1.9e-30,39,52,40,UNREL
LRP2,20_0,3_41,3,alternative_end,no,can,0,70,TRUE,0.00045,40,52,46,UNREL
LRP2,20_0,3_44,3,alternative_end,no,can,0,70,TRUE,9.1e-05,41,52,41,UNREL
LRP2,20_0,3_47,3,alternative_end,no,can,0,70,TRUE,4.2e-07,43,52,43,UNREL
LRP2,21_0,3_14,3,alternative_end,can,no,70,0,TRUE,1.8e-23,5,49,38,UNREL
LRP2,21_0,3_24,3,alternative_end,can,can,70,70,TRUE,1.4e-23,7,49,43,No
LRP2,21_0,3_35,3,alternative_end,can,can,70,70,TRUE,1.3e-23,7,49,67,No
LRP2,21_0,3_36,3,alternative_end,can,can,70,70,TRUE,9.4e-24,6,49,83,No
LRP2,21_0,3_38,3,alternative_end,can,can,70,70,TRUE,2.6e-23,5,49,41,No
LRP2,22_0,3_33,3,alternative_end,no,can,0,70,TRUE,7e-24,9,47,22,UNREL
LRP2,22_0,3_35,3,alternative_end,no,can,0,70,TRUE,7.6e-24,5,47,67,UNREL
LRP2,22_0,3_37,3,alternative_end,no,can,0,70,TRUE,7.2e-23,23,47,44,UNREL
LRP2,22_0,3_40,3,alternative_end,no,can,0,70,TRUE,2e-23,11,47,40,UNREL
LRP2,22_0,4_1,3,alternative_end,no,can,0,70,TRUE,0.00011,47,47,61,UNREL
LRP2,22_0,4_3,3,alternative_end,no,can,0,70,TRUE,9.2e-06,47,47,96,UNREL
LRP2,22_0,4_4,3,alternative_end,no,can,0,70,TRUE,9.2e-05,47,47,76,UNREL
LRP2,22_0,9_0,3,alternative_end,no,can,0,70,TRUE,3.9e-05,35,47,63,UNREL
LRP2,23_0,3_15,3,alternative_end,can,no,70,0,TRUE,3.7e-23,8,44,40,UNREL
LRP2,23_0,3_2,3,alternative_end,can,no,70,0,TRUE,1.4e-23,13,44,40,UNREL
LRP2,23_0,3_23,3,alternative_end,can,can,70,70,TRUE,2.9e-23,8,44,82,No
LRP2,23_0,3_24,3,alternative_end,can,can,70,70,TRUE,4.8e-23,6,44,43,No
LRP2,23_0,3_35,3,alternative_end,can,can,70,70,TRUE,2.5e-23,15,44,67,No
LRP2,23_0,3_36,3,alternative_end,can,can,70,70,TRUE,2.2e-23,5,44,83,No
LRP2,23_0,3_38,3,alternative_end,can,can,70,70,TRUE,4.6e-23,6,44,41,No
LRP2,23_0,3_40,3,alternative_end,can,can,70,70,TRUE,2e-23,8,44,40,No
LRP2,23_0,3_9,3,alternative_end,can,no,70,0,TRUE,4.3e-23,11,44,95,UNREL
LRP2,24_0,24_2,3,alternative_end,no,can,0,70,TRUE,8.4e-09,39,39,45,UNREL
LRP2,24_0,2_0,3,alternative_end,no,can,0,70,TRUE,1.1e-09,39,39,173,UNREL
LRP2,24_0,3_20,3,alternative_end,no,can,0,70,TRUE,1.5e-10,39,39,83,UNREL
LRP2,24_0,3_23,3,alternative_end,no,can,0,70,TRUE,2.5e-23,14,39,82,UNREL
LRP2,24_0,3_24,3,alternative_end,no,can,0,70,TRUE,1.2e-23,21,39,43,UNREL
LRP2,24_0,3_33,3,alternative_end,no,can,0,70,TRUE,1.4e-23,16,39,22,UNREL
LRP2,24_0,3_36,3,alternative_end,no,can,0,70,TRUE,9.1e-24,10,39,83,UNREL
LRP2,24_0,3_37,3,alternative_end,no,can,0,70,TRUE,1.5e-23,16,39,44,UNREL
LRP2,24_0,3_38,3,alternative_end,no,can,0,70,TRUE,1.2e-23,7,39,41,UNREL
LRP2,24_0,3_40,3,alternative_end,no,can,0,70,TRUE,7.9e-24,6,39,40,UNREL
LRP2,24_2,2_0,3,alternative_end,can,can,70,70,TRUE,3.5e-11,43,45,173,No
LRP2,24_2,3_15,3,alternative_end,can,no,70,0,TRUE,1.8e-23,12,45,40,UNREL
LRP2,24_2,3_20,3,alternative_end,can,can,70,70,TRUE,4.4e-12,41,45,83,No
LRP2,24_2,3_23,3,alternative_end,can,can,70,70,TRUE,4.1e-24,12,45,82,No
LRP2,24_2,3_33,3,alternative_end,can,can,70,70,TRUE,9e-24,16,45,22,No
LRP2,24_2,3_36,3,alternative_end,can,can,70,70,TRUE,5.3e-24,14,45,83,No
LRP2,24_2,3_38,3,alternative_end,can,can,70,70,TRUE,2.1e-23,9,45,41,No
LRP2,24_2,3_39,3,alternative_end,can,can,70,70,TRUE,8.1e-24,9,45,40,No
LRP2,24_2,3_40,3,alternative_end,can,can,70,70,TRUE,2.4e-23,12,45,40,No
LRP2,24_2,3_9,3,alternative_end,can,no,70,0,TRUE,6.4e-24,8,45,95,UNREL
LRP2,24_2,6_0,3,alternative_end,can,can,70,70,TRUE,0.00097,43,45,81,No
LRP2,25_0,2_0,3,alternative_end,no,can,0,70,TRUE,0.00035,44,45,173,UNREL
LRP2,25_0,3_24,3,alternative_end,no,can,0,70,TRUE,2.8e-23,8,45,43,UNREL
LRP2,25_0,3_35,3,alternative_end,no,can,0,70,TRUE,4.1e-23,7,45,67,UNREL
LRP2,25_0,3_36,3,alternative_end,no,can,0,70,TRUE,3.1e-23,6,45,83,UNREL
LRP2,25_0,3_39,3,alternative_end,no,can,0,70,TRUE,3.1e-23,6,45,40,UNREL
LRP2,25_0,4_3,3,alternative_end,no,can,0,70,TRUE,1.5e-07,30,45,96,UNREL
LRP2,25_0,4_4,3,alternative_end,no,can,0,70,TRUE,8.2e-06,29,45,76,UNREL
LRP2,25_0,7_0,1,deletion,no,can,0,1,FALSE,3.7e-09,25,45,70,UNREL
LRP2,25_0,7_3,3,alternative_end,no,can,0,70,TRUE,2.1e-05,34,45,78,UNREL
LRP2,25_0,7_5,3,alternative_end,no,can,0,70,TRUE,5e-04,11,45,53,UNREL
LRP2,25_0,7_7,3,alternative_end,no,can,0,70,TRUE,0.00039,16,45,58,UNREL
LRP2,25_0,7_8,3,alternative_end,no,can,0,70,TRUE,3.4e-05,32,45,75,UNREL
LRP2,25_0,8_3,3,alternative_end,no,can,0,70,TRUE,9.7e-06,44,45,63,UNREL
LRP2,25_0,9_0,3,alternative_end,no,can,0,70,TRUE,2.3e-07,29,45,63,UNREL
LRP2,26_0,3_14,3,alternative_end,can,no,70,0,TRUE,1.8e-23,8,43,38,UNREL
LRP2,26_0,3_2,3,alternative_end,can,no,70,0,TRUE,2e-23,7,43,40,UNREL
LRP2,26_0,3_33,3,alternative_end,can,can,70,70,TRUE,3.5e-23,12,43,22,No
LRP2,26_0,3_35,3,alternative_end,can,can,70,70,TRUE,1.8e-23,10,43,67,No
LRP2,26_0,3_36,3,alternative_end,can,can,70,70,TRUE,3.3e-23,11,43,83,No
LRP2,26_0,3_38,3,alternative_end,can,can,70,70,TRUE,2.7e-23,6,43,41,No
LRP2,27_0,3_33,3,alternative_end,can,can,70,70,TRUE,1.4e-23,11,41,22,No
LRP2,2_0,3_14,3,alternative_end,can,no,70,0,TRUE,4e-24,12,173,38,UNREL
LRP2,2_0,3_15,3,alternative_end,can,no,70,0,TRUE,6.9e-25,34,173,40,UNREL
LRP2,2_0,3_2,3,alternative_end,can,no,70,0,TRUE,7.1e-24,7,173,40,UNREL
LRP2,2_0,3_20,3,alternative_end,can,can,70,70,TRUE,4.2e-23,82,173,83,No
LRP2,2_0,3_23,3,alternative_end,can,can,70,70,TRUE,1.3e-25,14,173,82,No
LRP2,2_0,3_24,3,alternative_end,can,can,70,70,TRUE,5.1e-25,16,173,43,No
LRP2,2_0,3_33,3,alternative_end,can,can,70,70,TRUE,2.3e-24,18,173,22,No
LRP2,2_0,3_35,3,alternative_end,can,can,70,70,TRUE,3.7e-24,48,173,67,No
LRP2,2_0,3_36,3,alternative_end,can,can,70,70,TRUE,4.1e-25,50,173,83,No
